Data from FLMS071591_14-42-44-275.txt Node
Date: Fri Jul 08 14:42:44 CDT 2022
User: dcsInstComp
Spectrometer: FLMS07159
Trigger mode: 0
Integration Time (sec): 1.000000E-1
Scans to average: 1
Electric dark correction enabled: true
Nonlinearity correction enabled: false
Boxcar width: 0
XAxis mode: Wavelengths
Number of Pixels in Spectrum: 2048
>>>>>Begin Spectral Data<<<<<
338.918	-13.05
339.3	-13.05
339.683	-13.05
340.065	-0.91
340.447	-107.71
340.829	-95.57
341.211	-134.41
341.593	-61.59
341.974	-76.15
342.356	-37.32
342.738	-39.75
343.12	-30.04
343.501	-32.46
343.883	-49.45
344.265	62.2
344.646	98.61
345.028	25.79
345.409	93.75
345.791	79.19
346.172	110.74
346.553	86.47
346.934	190.84
347.316	137.44
347.697	241.81
348.078	300.07
348.459	273.37
348.84	283.07
349.221	280.65
349.602	317.06
349.983	341.33
350.364	304.92
350.745	304.92
351.126	370.45
351.506	317.06
351.887	280.65
352.268	382.59
352.648	387.45
353.029	290.36
353.409	389.87
353.79	365.6
354.17	314.63
354.551	404.44
354.931	360.75
355.311	319.48
355.691	409.29
356.072	382.59
356.452	370.45
356.832	372.88
357.212	346.18
357.592	314.63
357.972	329.19
358.352	411.72
358.732	338.9
359.112	385.02
359.491	402.01
359.871	385.02
360.251	397.15
360.631	341.33
361.01	292.78
361.39	343.76
361.769	341.33
362.149	360.75
362.528	319.48
362.908	270.94
363.287	338.9
363.666	329.19
364.045	261.23
364.425	331.62
364.804	278.22
365.183	263.66
365.562	336.47
365.941	341.33
366.32	368.03
366.699	287.93
367.078	261.23
367.457	312.2
367.836	285.5
368.214	302.49
368.593	351.04
368.972	351.04
369.35	338.9
369.729	300.07
370.107	343.76
370.486	334.05
370.864	329.19
371.243	307.35
371.621	375.31
372	382.59
372.378	295.21
372.756	365.6
373.134	360.75
373.512	375.31
373.89	348.61
374.268	222.39
374.646	404.44
375.024	402.01
375.402	307.35
375.78	365.6
376.158	375.31
376.536	297.64
376.913	324.34
377.291	351.04
377.669	365.6
378.046	307.35
378.424	380.16
378.801	280.65
379.179	314.63
379.556	307.35
379.934	433.56
380.311	290.36
380.688	346.18
381.065	382.59
381.443	321.91
381.82	317.06
382.197	283.07
382.574	385.02
382.951	392.3
383.328	270.94
383.705	419
384.082	314.63
384.458	317.06
384.835	421.43
385.212	336.47
385.589	300.07
385.965	314.63
386.342	336.47
386.718	324.34
387.095	302.49
387.471	355.89
387.848	426.28
388.224	380.16
388.6	358.32
388.977	363.17
389.353	355.89
389.729	317.06
390.105	334.05
390.481	380.16
390.857	406.86
391.233	268.51
391.609	307.35
391.985	290.36
392.361	353.46
392.737	370.45
393.113	341.33
393.489	336.47
393.864	321.91
394.24	314.63
394.615	343.76
394.991	338.9
395.367	321.91
395.742	295.21
396.117	329.19
396.493	285.5
396.868	331.62
397.243	319.48
397.619	397.15
397.994	302.49
398.369	421.43
398.744	319.48
399.119	389.87
399.494	297.64
399.869	387.45
400.244	324.34
400.619	355.89
400.994	406.86
401.368	385.02
401.743	404.44
402.118	275.79
402.492	370.45
402.867	404.44
403.242	317.06
403.616	283.07
403.991	343.76
404.365	353.46
404.739	351.04
405.114	360.75
405.488	382.59
405.862	280.65
406.236	363.17
406.61	338.9
406.985	372.88
407.359	402.01
407.733	355.89
408.107	334.05
408.48	360.75
408.854	372.88
409.228	324.34
409.602	317.06
409.976	372.88
410.349	348.61
410.723	309.77
411.096	343.76
411.47	355.89
411.844	421.43
412.217	336.47
412.59	385.02
412.964	363.17
413.337	370.45
413.71	392.3
414.084	297.64
414.457	341.33
414.83	416.57
415.203	329.19
415.576	421.43
415.949	321.91
416.322	440.84
416.695	351.04
417.068	297.64
417.44	411.72
417.813	387.45
418.186	382.59
418.559	397.15
418.931	360.75
419.304	392.3
419.676	341.33
420.049	426.28
420.421	414.14
420.794	402.01
421.166	343.76
421.538	300.07
421.911	394.73
422.283	317.06
422.655	334.05
423.027	329.19
423.399	477.25
423.771	312.2
424.143	414.14
424.515	406.86
424.887	360.75
425.259	358.32
425.631	440.84
426.002	326.76
426.374	355.89
426.746	309.77
427.117	365.6
427.489	304.92
427.86	365.6
428.232	355.89
428.603	317.06
428.975	321.91
429.346	348.61
429.717	341.33
430.089	414.14
430.46	297.64
430.831	377.74
431.202	380.16
431.573	368.03
431.944	351.04
432.315	341.33
432.686	355.89
433.057	372.88
433.428	419
433.798	319.48
434.169	358.32
434.54	360.75
434.911	387.45
435.281	353.46
435.652	365.6
436.022	370.45
436.393	450.55
436.763	365.6
437.133	348.61
